data,method,clustering,sigma,noise,criteria,rank,Accuracy,Consistency
Religion,Spectral (RBF),K-Means,0.5,Normal,Fowlkes Mallows,5.0,0.4943042248874297,0.893907697777942
Religion,Spectral (RBF),K-Means,0.5,Normal,Fowlkes Mallows,10.0,0.5115757617505705,0.9357016804485302
Religion,Spectral (RBF),K-Means,0.5,Normal,MI,2.0,0.4209113658754532,0.6550416170782482
Religion,Spectral (RBF),K-Means,0.5,Normal,MI,5.0,0.40901858495553256,0.7479423361721778
Religion,Spectral (RBF),K-Means,0.5,Normal,MI,10.0,0.2929738370970717,0.5938375739868091
Religion,Spectral (RBF),K-Means,0.5,Normal,V Measure,2.0,0.4376000031992788,0.665871405935582
Religion,Spectral (RBF),K-Means,0.5,Normal,V Measure,5.0,0.4266228564441241,0.75580681613574
Religion,Spectral (RBF),K-Means,0.5,Normal,V Measure,10.0,0.3141501151529332,0.6064078958032357
Religion,UMAP,HC,0.5,Laplace,ARI,2.0,-0.0009788176060582523,0.7193216282503493
Religion,UMAP,HC,0.5,Laplace,ARI,5.0,-0.002744216726467475,0.8113942476087378
Religion,UMAP,HC,0.5,Laplace,ARI,10.0,-6.922826803261811e-05,0.8761945279444364
Religion,UMAP,HC,0.5,Laplace,Fowlkes Mallows,2.0,0.20613498854306345,0.7775986149909521
Religion,UMAP,HC,0.5,Laplace,Fowlkes Mallows,5.0,0.2662181965169816,0.8763386398046966
Religion,UMAP,HC,0.5,Laplace,Fowlkes Mallows,10.0,0.27887728548341284,0.9229430464854276
Religion,UMAP,HC,0.5,Laplace,MI,2.0,0.027458311688661037,0.7562704858601991
Religion,UMAP,HC,0.5,Laplace,MI,5.0,0.01904207451241105,0.7616519833115682
Religion,UMAP,HC,0.5,Laplace,MI,10.0,0.019195073261133552,0.8287998296491087
Religion,UMAP,HC,0.5,Laplace,V Measure,2.0,0.051880659953590716,0.7621620125140355
Religion,UMAP,HC,0.5,Laplace,V Measure,5.0,0.04455182044084891,0.7679179236308579
Religion,UMAP,HC,0.5,Laplace,V Measure,10.0,0.047051643297553514,0.8343518961019918
Religion,UMAP,HC,0.5,Normal,ARI,2.0,-0.006196773638976467,0.8612517352010729
Religion,UMAP,HC,0.5,Normal,ARI,5.0,-0.02783788703694876,0.7260423942306946
Religion,UMAP,HC,0.5,Normal,ARI,10.0,-0.027230134578494068,0.8207605395860641
Religion,UMAP,HC,0.5,Normal,Fowlkes Mallows,2.0,0.18966581837726185,0.8866244692191138
Religion,UMAP,HC,0.5,Normal,Fowlkes Mallows,5.0,0.2165726812078078,0.7990044858563502
Religion,UMAP,HC,0.5,Normal,Fowlkes Mallows,10.0,0.23681302402639834,0.876501529068834
Religion,UMAP,HC,0.5,Normal,MI,2.0,0.023480417470295625,0.8608369040683724
Religion,UMAP,HC,0.5,Normal,MI,5.0,0.02499704133977301,0.6562737297065769
Religion,UMAP,HC,0.5,Normal,MI,10.0,0.026639566932726618,0.7668148285912831
Religion,UMAP,HC,0.5,Normal,V Measure,2.0,0.04755325854591375,0.8640669388885371
Religion,UMAP,HC,0.5,Normal,V Measure,5.0,0.05072136324647698,0.6654689753652526
Religion,UMAP,HC,0.5,Normal,V Measure,10.0,0.05316149173546436,0.7735417944076425
Religion,UMAP,K-Means,0.5,Laplace,ARI,2.0,-0.0009788176060582523,0.9637762483198596
Religion,UMAP,K-Means,0.5,Laplace,ARI,5.0,-0.002744216726467475,0.9641303674506986
Religion,UMAP,K-Means,0.5,Laplace,ARI,10.0,-6.922826803261811e-05,0.9641493173864546
Religion,UMAP,K-Means,0.5,Laplace,Fowlkes Mallows,2.0,0.20613498854306345,0.972900404107832
Religion,UMAP,K-Means,0.5,Laplace,Fowlkes Mallows,5.0,0.2662181965169816,0.9774183420885284
Religion,UMAP,K-Means,0.5,Laplace,Fowlkes Mallows,10.0,0.27887728548341284,0.9784699836324476
Religion,UMAP,K-Means,0.5,Laplace,MI,2.0,0.027458311688661037,0.9612145245024966
Religion,UMAP,K-Means,0.5,Laplace,MI,5.0,0.01904207451241105,0.9607576937706386
Religion,UMAP,K-Means,0.5,Laplace,MI,10.0,0.019195073261133552,0.9607205618184864
Religion,UMAP,K-Means,0.5,Laplace,V Measure,2.0,0.051880659953590716,0.962234668921316
Religion,UMAP,K-Means,0.5,Laplace,V Measure,5.0,0.04455182044084891,0.9618391133562416
Religion,UMAP,K-Means,0.5,Laplace,V Measure,10.0,0.047051643297553514,0.9620333887455084
Religion,UMAP,K-Means,0.5,Normal,ARI,2.0,-0.006196773638976467,0.9621984732993052
Religion,UMAP,K-Means,0.5,Normal,ARI,5.0,-0.02783788703694876,0.9659292815708148
Religion,UMAP,K-Means,0.5,Normal,ARI,10.0,-0.027230134578494068,0.9645968518432568
Religion,UMAP,K-Means,0.5,Normal,Fowlkes Mallows,2.0,0.18966581837726185,0.9687732864695192
Religion,UMAP,K-Means,0.5,Normal,Fowlkes Mallows,5.0,0.2165726812078078,0.9759366526101312
Religion,UMAP,K-Means,0.5,Normal,Fowlkes Mallows,10.0,0.23681302402639834,0.974468382785145
Religion,UMAP,K-Means,0.5,Normal,MI,2.0,0.023480417470295625,0.9605320809807
Religion,UMAP,K-Means,0.5,Normal,MI,5.0,0.02499704133977301,0.9607254865217522
Religion,UMAP,K-Means,0.5,Normal,MI,10.0,0.026639566932726618,0.9604808319095536
Religion,UMAP,K-Means,0.5,Normal,V Measure,2.0,0.04755325854591375,0.9614414442100858
Religion,UMAP,K-Means,0.5,Normal,V Measure,5.0,0.05072136324647698,0.9618348315335165
Religion,UMAP,K-Means,0.5,Normal,V Measure,10.0,0.05316149173546436,0.9615650239716852
Religion,t-SNE,HC,0.5,Laplace,ARI,2.0,0.0379382238249966,0.07966848659679271
Religion,t-SNE,HC,0.5,Laplace,Fowlkes Mallows,2.0,0.3794198881474876,0.5983026128754707
Religion,t-SNE,HC,0.5,Laplace,MI,2.0,0.04873634435810576,0.0655478459921309
Religion,t-SNE,HC,0.5,Laplace,V Measure,2.0,0.07961383317199107,0.0947370884577735
Religion,t-SNE,HC,0.5,Normal,ARI,2.0,0.035055502039583616,0.07491102745174134
Religion,t-SNE,HC,0.5,Normal,Fowlkes Mallows,2.0,0.3710865628116644,0.5767108307488246
Religion,t-SNE,HC,0.5,Normal,MI,2.0,0.04864385154498987,0.0717949024503794
Religion,t-SNE,HC,0.5,Normal,V Measure,2.0,0.07892912144727159,0.09935005164120392
Religion,t-SNE,K-Means,0.5,Laplace,ARI,2.0,0.0379382238249966,0.16706761428045366
Religion,t-SNE,K-Means,0.5,Laplace,Fowlkes Mallows,2.0,0.3794198881474876,0.7470381791220954
Religion,t-SNE,K-Means,0.5,Laplace,MI,2.0,0.04873634435810576,0.08685925949204372
Religion,t-SNE,K-Means,0.5,Laplace,V Measure,2.0,0.07961383317199107,0.11951096954958974
Religion,t-SNE,K-Means,0.5,Normal,ARI,2.0,0.035055502039583616,0.11220338573756997
Religion,t-SNE,K-Means,0.5,Normal,Fowlkes Mallows,2.0,0.3710865628116644,0.6559820202501816
Religion,t-SNE,K-Means,0.5,Normal,MI,2.0,0.04864385154498987,0.0817304591292109
Religion,t-SNE,K-Means,0.5,Normal,V Measure,2.0,0.07892912144727159,0.1106232485564393
Spam base,DAE,HC,0.5,Laplace,ARI,2.0,0.13183019946803762,0.09312669245304386
Spam base,DAE,HC,0.5,Laplace,ARI,5.0,0.1873861272937412,0.14583944675620625
Spam base,DAE,HC,0.5,Laplace,ARI,10.0,0.17751513747205472,0.12362809621181363
Spam base,DAE,HC,0.5,Laplace,Fowlkes Mallows,2.0,0.6477647794897525,0.6960912459290438
Spam base,DAE,HC,0.5,Laplace,Fowlkes Mallows,5.0,0.663278526035088,0.696694468735885
Spam base,DAE,HC,0.5,Laplace,Fowlkes Mallows,10.0,0.6625599828388751,0.6947763869641508
Spam base,DAE,HC,0.5,Laplace,MI,2.0,0.14195325931462685,0.1056135033569762
Spam base,DAE,HC,0.5,Laplace,MI,5.0,0.1757446348879355,0.1500406697778709
Spam base,DAE,HC,0.5,Laplace,MI,10.0,0.17294256104976624,0.13467660074261026
Spam base,DAE,HC,0.5,Laplace,V Measure,2.0,0.1421217878811613,0.10584237061451687
Spam base,DAE,HC,0.5,Laplace,V Measure,5.0,0.17590282550469075,0.15024412583353247
Spam base,DAE,HC,0.5,Laplace,V Measure,10.0,0.17310236176458438,0.13488732808095547
Spam base,DAE,HC,0.5,Normal,ARI,2.0,0.17262351826876204,0.1828502161748243
Spam base,DAE,HC,0.5,Normal,ARI,5.0,0.25699897697454593,0.24774376349849656
Spam base,DAE,HC,0.5,Normal,ARI,10.0,0.18007304686876846,0.1527785184527929
Spam base,DAE,HC,0.5,Normal,Fowlkes Mallows,2.0,0.6833641764059162,0.7627278207669291
Spam base,DAE,HC,0.5,Normal,Fowlkes Mallows,5.0,0.6848508470694576,0.7160635450254578
Spam base,DAE,HC,0.5,Normal,Fowlkes Mallows,10.0,0.6741852308463315,0.7251159363157694
Spam base,DAE,HC,0.5,Normal,MI,2.0,0.1702794192245249,0.16939324700530792
Spam base,DAE,HC,0.5,Normal,MI,5.0,0.22877232573340375,0.2360773127701501
Spam base,DAE,HC,0.5,Normal,MI,10.0,0.1826550907712783,0.17051656699652004
Spam base,DAE,HC,0.5,Normal,V Measure,2.0,0.17044869522311898,0.16962661223729095
Spam base,DAE,HC,0.5,Normal,V Measure,5.0,0.2289118030043355,0.2362323661779677
Spam base,DAE,HC,0.5,Normal,V Measure,10.0,0.18281732289490107,0.17073055045331104
Spam base,DAE,K-Means,0.5,Laplace,ARI,2.0,0.16185625099184786,0.10551866986237232
Spam base,DAE,K-Means,0.5,Laplace,ARI,5.0,0.1943238370641905,0.15724022801284396
Spam base,DAE,K-Means,0.5,Laplace,ARI,10.0,0.18905490916799966,0.12957651734271702
Spam base,DAE,K-Means,0.5,Laplace,Fowlkes Mallows,2.0,0.6535161423364128,0.6838476418124018
Spam base,DAE,K-Means,0.5,Laplace,Fowlkes Mallows,5.0,0.6651247191414498,0.6980034686760568
Spam base,DAE,K-Means,0.5,Laplace,Fowlkes Mallows,10.0,0.6543355768402478,0.6692562302011408
Spam base,DAE,K-Means,0.5,Laplace,MI,2.0,0.15563714284581792,0.11449380773493993
Spam base,DAE,K-Means,0.5,Laplace,MI,5.0,0.17972641214054466,0.1566889542567011
Spam base,DAE,K-Means,0.5,Laplace,MI,10.0,0.17485510668063609,0.13421356599602607
Spam base,DAE,K-Means,0.5,Laplace,V Measure,2.0,0.15579937744099967,0.1147058315536316
Spam base,DAE,K-Means,0.5,Laplace,V Measure,5.0,0.1798804664227499,0.15687848963194706
Spam base,DAE,K-Means,0.5,Laplace,V Measure,10.0,0.17500812854932518,0.13440291852428762
Spam base,DAE,K-Means,0.5,Normal,ARI,2.0,0.18804929104949286,0.18120875033626396
Spam base,DAE,K-Means,0.5,Normal,ARI,5.0,0.274250183050965,0.27922598721894026
Spam base,DAE,K-Means,0.5,Normal,ARI,10.0,0.19422019042839733,0.1845227508834566
Spam base,DAE,K-Means,0.5,Normal,Fowlkes Mallows,2.0,0.6790596969017497,0.7398756788738777
Spam base,DAE,K-Means,0.5,Normal,Fowlkes Mallows,5.0,0.6894837621346676,0.7232070858909616
Spam base,DAE,K-Means,0.5,Normal,Fowlkes Mallows,10.0,0.6712203495535948,0.7207334020712166
Spam base,DAE,K-Means,0.5,Normal,MI,2.0,0.1799784155667554,0.17128058680031746
Spam base,DAE,K-Means,0.5,Normal,MI,5.0,0.2383046773604131,0.2568826636870884
Spam base,DAE,K-Means,0.5,Normal,MI,10.0,0.18930211999786167,0.18405630000307954
Spam base,DAE,K-Means,0.5,Normal,V Measure,2.0,0.18014081603315166,0.17149346118211398
Spam base,DAE,K-Means,0.5,Normal,V Measure,5.0,0.2384419565893867,0.2570326693334248
Spam base,DAE,K-Means,0.5,Normal,V Measure,10.0,0.18945636039580788,0.18424557621828788
Spam base,Isomap,HC,0.5,Laplace,ARI,2.0,0.3025451744564646,0.2765432274049997
Spam base,Isomap,HC,0.5,Laplace,ARI,5.0,0.2846054410557245,0.2611676331328897
Spam base,Isomap,HC,0.5,Laplace,ARI,10.0,0.2566681807952429,0.2481482324080214
Spam base,Isomap,HC,0.5,Laplace,Fowlkes Mallows,2.0,0.6699923965156647,0.6607278211567886
Spam base,Isomap,HC,0.5,Laplace,Fowlkes Mallows,5.0,0.6587284101423141,0.6475659280225619
Spam base,Isomap,HC,0.5,Laplace,Fowlkes Mallows,10.0,0.6440198913402778,0.6385453343868683
Spam base,Isomap,HC,0.5,Laplace,MI,2.0,0.2592480293944874,0.2457494162197972
Spam base,Isomap,HC,0.5,Laplace,MI,5.0,0.23544283676708735,0.2208610589096692
Spam base,Isomap,HC,0.5,Laplace,MI,10.0,0.21423222126716945,0.20632967514314554
Spam base,Isomap,HC,0.5,Laplace,V Measure,2.0,0.25936903891443136,0.24587353495341124
Spam base,Isomap,HC,0.5,Laplace,V Measure,5.0,0.2355669751152084,0.2209876883963605
Spam base,Isomap,HC,0.5,Laplace,V Measure,10.0,0.21435943524147272,0.2064579313594953
Spam base,Isomap,HC,0.5,Normal,ARI,2.0,0.3875370227662229,0.4525416113070683
Spam base,Isomap,HC,0.5,Normal,ARI,5.0,0.3089591127997221,0.3563519937727868
Spam base,Isomap,HC,0.5,Normal,ARI,10.0,0.2815621400949703,0.3588601080035196
Spam base,Isomap,HC,0.5,Normal,Fowlkes Mallows,2.0,0.7061368287310327,0.7373175945332573
Spam base,Isomap,HC,0.5,Normal,Fowlkes Mallows,5.0,0.6698200200862006,0.6926661399430354
Spam base,Isomap,HC,0.5,Normal,Fowlkes Mallows,10.0,0.6542689070688122,0.6890695208553477
Spam base,Isomap,HC,0.5,Normal,MI,2.0,0.32235924086974976,0.3928354729559961
Spam base,Isomap,HC,0.5,Normal,MI,5.0,0.2662922755306333,0.3138781070913247
Spam base,Isomap,HC,0.5,Normal,MI,10.0,0.24451460309490156,0.3037960658958487
Spam base,Isomap,HC,0.5,Normal,V Measure,2.0,0.3224687920497137,0.39293352300817536
Spam base,Isomap,HC,0.5,Normal,V Measure,5.0,0.26641121208570473,0.3139893713270337
Spam base,Isomap,HC,0.5,Normal,V Measure,10.0,0.2446364068380141,0.3039076980846445
Spam base,Isomap,K-Means,0.5,Laplace,ARI,2.0,0.3731475911106187,0.4293949476537431
Spam base,Isomap,K-Means,0.5,Laplace,ARI,5.0,0.3725829027603663,0.4317882167280671
Spam base,Isomap,K-Means,0.5,Laplace,ARI,10.0,0.3649803373766703,0.4330715666633437
Spam base,Isomap,K-Means,0.5,Laplace,Fowlkes Mallows,2.0,0.6940326775362842,0.7155311525511167
Spam base,Isomap,K-Means,0.5,Laplace,Fowlkes Mallows,5.0,0.6938181571631316,0.7168598919731278
Spam base,Isomap,K-Means,0.5,Laplace,Fowlkes Mallows,10.0,0.6899825522708527,0.7172686808084651
Spam base,Isomap,K-Means,0.5,Laplace,MI,2.0,0.3036190975522016,0.33843465117187777
Spam base,Isomap,K-Means,0.5,Laplace,MI,5.0,0.3033519131880532,0.3413091874064862
Spam base,Isomap,K-Means,0.5,Laplace,MI,10.0,0.3017816736765561,0.3432474463322712
Spam base,Isomap,K-Means,0.5,Laplace,V Measure,2.0,0.30373025381168245,0.33853864157054153
Spam base,Isomap,K-Means,0.5,Laplace,V Measure,5.0,0.3034631297296743,0.3414127619607188
Spam base,Isomap,K-Means,0.5,Laplace,V Measure,10.0,0.30189310764826205,0.34335065456835284
Spam base,Isomap,K-Means,0.5,Normal,ARI,2.0,0.41562061982138,0.5974089344063374
Spam base,Isomap,K-Means,0.5,Normal,ARI,5.0,0.4138055454691492,0.6019050149069421
Spam base,Isomap,K-Means,0.5,Normal,ARI,10.0,0.4068859046561524,0.5988185597862838
Spam base,Isomap,K-Means,0.5,Normal,Fowlkes Mallows,2.0,0.7146519626821553,0.7991331967612587
Spam base,Isomap,K-Means,0.5,Normal,Fowlkes Mallows,5.0,0.713796599010348,0.8014307621791944
Spam base,Isomap,K-Means,0.5,Normal,Fowlkes Mallows,10.0,0.7103980093447148,0.7998573209954828
Spam base,Isomap,K-Means,0.5,Normal,MI,2.0,0.34886198357763304,0.4939263054669322
Spam base,Isomap,K-Means,0.5,Normal,MI,5.0,0.34700947402602195,0.4989383968072947
Spam base,Isomap,K-Means,0.5,Normal,MI,10.0,0.3431548184749321,0.4964304714083242
Spam base,Isomap,K-Means,0.5,Normal,V Measure,2.0,0.3489658845469172,0.4940058071351439
Spam base,Isomap,K-Means,0.5,Normal,V Measure,5.0,0.3471136797267369,0.4990171262785253
Spam base,Isomap,K-Means,0.5,Normal,V Measure,10.0,0.3432596338530917,0.4965095855343197
Spam base,MDS,HC,0.5,Laplace,ARI,2.0,0.17880035160701208,0.12894510807061355
Spam base,MDS,HC,0.5,Laplace,ARI,5.0,0.21265031102607027,0.13741295011364224
Spam base,MDS,HC,0.5,Laplace,ARI,10.0,0.2498846038093608,0.1942107276065365
Spam base,MDS,HC,0.5,Laplace,Fowlkes Mallows,2.0,0.6071710971028436,0.5828756872114133
Spam base,MDS,HC,0.5,Laplace,Fowlkes Mallows,5.0,0.6328755154255048,0.6076952788159308
Spam base,MDS,HC,0.5,Laplace,Fowlkes Mallows,10.0,0.6468653050995075,0.6263762780547011
Spam base,MDS,HC,0.5,Laplace,MI,2.0,0.1510207351923286,0.11126069847162706
Spam base,MDS,HC,0.5,Laplace,MI,5.0,0.17006233798062434,0.11930992360283328
Spam base,MDS,HC,0.5,Laplace,MI,10.0,0.1855082964202012,0.14712472581015493
Spam base,MDS,HC,0.5,Laplace,V Measure,2.0,0.1511582721316936,0.11140459180843328
Spam base,MDS,HC,0.5,Laplace,V Measure,5.0,0.1701996397197373,0.11945872305704773
Spam base,MDS,HC,0.5,Laplace,V Measure,10.0,0.1856420843888204,0.14726676530512328
Spam base,MDS,HC,0.5,Normal,ARI,2.0,0.2287445292535597,0.21128975278170864
Spam base,MDS,HC,0.5,Normal,ARI,5.0,0.2718995125188106,0.20814428133053925
Spam base,MDS,HC,0.5,Normal,ARI,10.0,0.3010172155040016,0.2510778162532877
Spam base,MDS,HC,0.5,Normal,Fowlkes Mallows,2.0,0.6298452894835624,0.6197557857775898
Spam base,MDS,HC,0.5,Normal,Fowlkes Mallows,5.0,0.6601838986741003,0.639463287604766
Spam base,MDS,HC,0.5,Normal,Fowlkes Mallows,10.0,0.6700738165612456,0.6512244447706733
Spam base,MDS,HC,0.5,Normal,MI,2.0,0.1938786305194597,0.184094899020298
Spam base,MDS,HC,0.5,Normal,MI,5.0,0.2184936948431241,0.18043825707464128
Spam base,MDS,HC,0.5,Normal,MI,10.0,0.2334589453094352,0.20552987693154404
Spam base,MDS,HC,0.5,Normal,V Measure,2.0,0.19400890426966155,0.1842263354592752
Spam base,MDS,HC,0.5,Normal,V Measure,5.0,0.21862284908896226,0.18057652581926767
Spam base,MDS,HC,0.5,Normal,V Measure,10.0,0.23358445722638765,0.2056613734068148
Spam base,MDS,K-Means,0.5,Laplace,ARI,2.0,0.26396723346924106,0.258028992361436
Spam base,MDS,K-Means,0.5,Laplace,ARI,5.0,0.37074693322824426,0.4621382415663756
Spam base,MDS,K-Means,0.5,Laplace,ARI,10.0,0.3920731389587172,0.4789678593546717
Spam base,MDS,K-Means,0.5,Laplace,Fowlkes Mallows,2.0,0.6402637783374493,0.629181271063168
Spam base,MDS,K-Means,0.5,Laplace,Fowlkes Mallows,5.0,0.6931503431005517,0.7323325177481654
Spam base,MDS,K-Means,0.5,Laplace,Fowlkes Mallows,10.0,0.7052231213367385,0.7435883305079571
Spam base,MDS,K-Means,0.5,Laplace,MI,2.0,0.2118895395060082,0.1954580990380363
Spam base,MDS,K-Means,0.5,Laplace,MI,5.0,0.29370300171964114,0.3643714055010808
Spam base,MDS,K-Means,0.5,Laplace,MI,10.0,0.3010426813085253,0.37620608310315773
Spam base,MDS,K-Means,0.5,Laplace,V Measure,2.0,0.2120152241660348,0.1955843376918276
Spam base,MDS,K-Means,0.5,Laplace,V Measure,5.0,0.29381581528394984,0.3644714479633583
Spam base,MDS,K-Means,0.5,Laplace,V Measure,10.0,0.3011547800275048,0.3763050601247386
Spam base,MDS,K-Means,0.5,Normal,ARI,2.0,0.3757450517024055,0.5900963403556764
Spam base,MDS,K-Means,0.5,Normal,ARI,5.0,0.4195056274371123,0.5998198263846379
Spam base,MDS,K-Means,0.5,Normal,ARI,10.0,0.4416473624394605,0.6157260386381934
Spam base,MDS,K-Means,0.5,Normal,Fowlkes Mallows,2.0,0.6949636058887125,0.7951828087283588
Spam base,MDS,K-Means,0.5,Normal,Fowlkes Mallows,5.0,0.7174905836997841,0.8016130651646018
Spam base,MDS,K-Means,0.5,Normal,Fowlkes Mallows,10.0,0.7300248891857194,0.8119355912755256
Spam base,MDS,K-Means,0.5,Normal,MI,2.0,0.30867695413599816,0.4824156073731916
Spam base,MDS,K-Means,0.5,Normal,MI,5.0,0.3316545172208453,0.4899575590364291
Spam base,MDS,K-Means,0.5,Normal,MI,10.0,0.3410553679178778,0.5022688420366624
Spam base,MDS,K-Means,0.5,Normal,V Measure,2.0,0.3087872118958421,0.4824968323051954
Spam base,MDS,K-Means,0.5,Normal,V Measure,5.0,0.3317614191012916,0.4900380581996679
Spam base,MDS,K-Means,0.5,Normal,V Measure,10.0,0.3411612631609096,0.502348133211458
Spam base,NMDS,HC,0.5,Laplace,ARI,2.0,-4.789038770245256e-05,8.101427040125748e-07
Spam base,NMDS,HC,0.5,Laplace,ARI,5.0,1.2062241565716283e-05,-9.310964224909476e-06
Spam base,NMDS,HC,0.5,Laplace,ARI,10.0,3.616240620171797e-05,-1.4472149419667617e-06
Spam base,NMDS,HC,0.5,Laplace,Fowlkes Mallows,2.0,0.5110003589365537,0.4999443272312892
Spam base,NMDS,HC,0.5,Laplace,Fowlkes Mallows,5.0,0.5110414211028279,0.4999622225631985
Spam base,NMDS,HC,0.5,Laplace,Fowlkes Mallows,10.0,0.5110638417343153,0.4999869731579951
Spam base,NMDS,HC,0.5,Laplace,MI,2.0,-3.201494082150492e-05,5.381021765131566e-07
Spam base,NMDS,HC,0.5,Laplace,MI,5.0,5.142870084257619e-07,-6.800350668532677e-06
Spam base,NMDS,HC,0.5,Laplace,MI,10.0,1.348547961008239e-05,-1.1167477137227372e-06
Spam base,NMDS,HC,0.5,Laplace,V Measure,2.0,0.00012743325274157643,0.00015738166612404907
Spam base,NMDS,HC,0.5,Laplace,V Measure,5.0,0.00015995998247145913,0.00015004956691389183
Spam base,NMDS,HC,0.5,Laplace,V Measure,10.0,0.00017293154486581946,0.00015573699860122953
Spam base,NMDS,HC,0.5,Normal,ARI,2.0,1.3800410579044604e-05,-3.583311389454837e-07
Spam base,NMDS,HC,0.5,Normal,ARI,5.0,-4.4311074320935456e-05,3.786013124908381e-06
Spam base,NMDS,HC,0.5,Normal,ARI,10.0,2.7241945416190205e-05,1.7844807476434367e-05
Spam base,NMDS,HC,0.5,Normal,Fowlkes Mallows,2.0,0.5110459468970613,0.4999738899087578
Spam base,NMDS,HC,0.5,Normal,Fowlkes Mallows,5.0,0.5110289688825906,0.4999983670519594
Spam base,NMDS,HC,0.5,Normal,Fowlkes Mallows,10.0,0.5110541651425649,0.4999862020317824
Spam base,NMDS,HC,0.5,Normal,MI,2.0,2.8852779922186296e-05,-3.886313603464912e-07
Spam base,NMDS,HC,0.5,Normal,MI,5.0,-2.0894730400079547e-05,2.908929919377421e-06
Spam base,NMDS,HC,0.5,Normal,MI,10.0,1.3756090156877832e-05,1.2974581685550426e-05
Spam base,NMDS,HC,0.5,Normal,V Measure,2.0,0.00018829479908069572,0.0001564619115071095
Spam base,NMDS,HC,0.5,Normal,V Measure,5.0,0.00013855784340868472,0.00015976403097706378
Spam base,NMDS,HC,0.5,Normal,V Measure,10.0,0.00017320089171800112,0.00016982375335260614
Spam base,NMDS,K-Means,0.5,Laplace,ARI,2.0,-0.000935458302158351,3.261667093492984e-05
Spam base,NMDS,K-Means,0.5,Laplace,ARI,5.0,-3.2872752760152334e-05,4.224799652492038e-05
Spam base,NMDS,K-Means,0.5,Laplace,ARI,10.0,-0.00021537980182813533,-3.181102347339309e-05
Spam base,NMDS,K-Means,0.5,Laplace,Fowlkes Mallows,2.0,0.5197240268203206,0.5180036056631797
Spam base,NMDS,K-Means,0.5,Laplace,Fowlkes Mallows,5.0,0.5245122498214517,0.5267244297703957
